Содержание,Сервис,Приоритет,Статус,Функциональная группа,Крайний срок,Дата обращения,Тип обращения на момент подачи,Тип обращения итоговый,Решение             ,Тип переклассификации,Дата восстановления,Дата закрытия обращения,Критичность,Влияние,Система,Место,range_time,time_to_solve,koef,numeric_sod,numeric_ans
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис7,1,1,112,2018-02-16 13:27:00,2018-02-11 12:12:00,0,0,"В рамках делегирования на  управление составом групп было выполнено:
- в группу безопасности  NE_BOSS\**************** включены УЗ ответственных",0,2018-02-14 08:02,2018-02-21 09:21:00,1,0,174,111,237.15,121.25,0,374,92
<Бот-наблюдения> Сервис56. Ухудшение статуса сервиса.  ,Сервис23,1,1,23,2018-02-16 13:23:00,2018-02-11 12:13:00,0,0,Поток *************** работает штатно,0,2018-02-11 12:35,2018-02-18 13:55:00,1,0,16,5,169.7,121.16666666666667,0,223,1087
Контроль ПУ. Заявка на доступ к портам.,Сервис2,0,1,28,2018-02-16 13:29:00,2018-02-11 12:14:00,0,0,Доступ предоставлен согласно заявке,0,2018-02-14 11:38,2018-02-14 12:43:00,0,0,11,27,72.48333333333333,121.25,0,495,642
(Адре№12)(Копирование)(Нет)(Электронно) КМР,Сервис25,0,1,59,2018-02-16 13:30:00,2018-02-11 12:15:00,0,0,решено 48 стр.,0,2018-02-11 14:08,2018-02-21 07:45:00,0,0,18,113,235.5,121.25,0,87,1550
разблокировать учетную запись в домене,АРМ,0,1,74,2018-02-16 13:32:00,2018-02-11 12:17:00,0,0,выполнен,0,2018-02-11 14:44,2018-02-21 07:51:00,0,1,1,188,235.56666666666666,121.25,0,1232,1426
"""Письмо Random49594"" - Заявка на предоставление прав логического доступа",АРМ,0,1,70,2018-02-16 13:35:00,2018-02-11 12:20:00,0,0,Работы по обращению выполнены.,0,2018-02-11 13:31,2018-02-11 13:34:00,0,1,1,72,1.2333333333333334,121.25,0,38,1168
разблокировка УЗ REGION\*****,Сервис7,1,1,0,2018-02-16 13:36:00,2018-02-11 12:21:00,0,0," Выполнена разблокировка УЗ Ne_boSS\ ********       Пользователь идентифицирован, причина блокировки пользователю не ясна",0,2018-02-11 12:22,2018-02-11 13:11:00,1,1,0,60,0.8333333333333334,121.25,1,1237,12
"""Письмо Random49594"" - Заявка на предоставление прав логического доступа",АРМ,0,1,70,2018-02-16 13:36:00,2018-02-11 12:21:00,0,0,Работы по обращению выполнены.,0,2018-02-11 13:32,2018-02-21 07:02:00,0,1,1,72,234.68333333333334,121.25,0,38,1168
"""Письмо Random49594"" - Заявка на предоставление прав логического доступа",АРМ,0,1,70,2018-02-16 13:37:00,2018-02-11 12:22:00,0,0,Работы по обращению выполнены.,0,2018-02-11 13:33,2018-02-21 07:08:00,0,1,1,72,234.76666666666668,121.25,0,38,1168
"""Письмо Random49594"" - Заявка на предоставление прав логического доступа",АРМ,0,1,70,2018-02-16 13:37:00,2018-02-11 12:22:00,0,0,Работы по обращению выполнены.,0,2018-02-11 13:34,2018-02-15 07:00:00,0,1,1,72,90.63333333333334,121.25,0,38,1168
2. Настройка ПК,АРМ,0,1,95,2018-02-16 13:38:00,2018-02-11 12:23:00,0,0,Решен,0,2018-02-11 12:27,2018-02-18 13:43:00,0,0,1,55,169.33333333333334,121.25,0,194,1190
"""Письмо Random49594"" - Заявка на предоставление прав логического доступа",АРМ,0,1,70,2018-02-16 13:39:00,2018-02-11 12:24:00,0,0,Работы по обращению выполнены.,0,2018-02-11 13:34,2018-02-11 14:21:00,0,1,1,72,1.95,121.25,0,38,1168
"""Письмо Random49594"" - Заявка на предоставление прав логического доступа",АРМ,0,1,70,2018-02-16 13:40:00,2018-02-11 12:25:00,0,0,Работы по обращению выполнены.,0,2018-02-11 13:32,2018-02-11 13:42:00,0,1,1,72,1.2833333333333334,121.25,0,38,1168
Настройка ЭП в Сервис22,Сервис22,0,1,24,2018-02-16 13:40:00,2018-02-11 12:25:00,0,0,Права предоставлены.,0,2018-02-11 13:09,2018-02-21 06:39:00,3,0,17,146,234.23333333333332,121.25,0,510,1094
Разблокировка УЗ BOSS\*****,Сервис7,1,1,0,2018-02-16 13:41:00,2018-02-11 12:26:00,0,0," Личность пользователя идентифицирована
Причина нарушения: Другая
Выполнена разблокировка учетной записи:  ne_Boss\***********",0,2018-02-11 12:26,2018-02-18 13:43:00,1,1,0,115,169.28333333333333,121.25,1,833,16
Контроль ПУ. Заявка на доступ к портам.,Сервис2,0,1,28,2018-02-16 13:42:00,2018-02-11 12:27:00,0,0,Доступ предоставлен согласно заявке,0,2018-02-14 11:34,2018-02-21 12:49:00,0,0,11,27,240.36666666666667,121.25,0,495,642
Изменение прав в Система500 ,Сервис26,1,1,52,2018-02-16 13:43:00,2018-02-11 12:28:00,0,0,Добрый день. Права предоставлены согласно заявке.,0,2018-02-11 12:38,2018-02-18 13:55:00,1,1,23,49,169.45,121.25,1,469,500
Выполнить установку/удаление ПО,АРМ,0,1,182,2018-02-16 13:43:00,2018-02-11 12:28:00,0,0,Windows активирован,0,2018-02-14 08:18,2018-02-14 08:25:00,0,0,1,36,67.95,121.25,0,307,44
Контроль ПУ. Заявка на доступ к портам.,Сервис2,0,1,256,2018-02-16 13:44:00,2018-02-11 12:29:00,0,0,Решение в рамках запроса I************,0,2018-02-16 11:26,2018-02-23 12:48:00,0,0,11,47,288.31666666666666,121.25,0,495,1196
"""Письмо Random49594"" - Заявка на предоставление прав логического доступа",АРМ,0,1,70,2018-02-16 13:44:00,2018-02-11 12:29:00,0,0,Работы по обращению выполнены.,0,2018-02-11 13:35,2018-02-14 06:12:00,0,1,1,72,65.71666666666667,121.25,0,38,1168
Изменение прав в Система500 ,Сервис26,1,1,52,2018-02-16 13:45:00,2018-02-11 12:30:00,0,0,Добрый день. Права предоставлены согласно заявке.,0,2018-02-11 12:45,2018-02-18 14:01:00,1,1,23,49,169.51666666666668,121.25,1,469,500
Настройка ЭП в Сервис22,Сервис22,0,1,24,2018-02-16 13:46:00,2018-02-11 12:31:00,0,0,Права прекращены.,0,2018-02-14 07:51,2018-02-14 07:57:00,3,0,17,117,67.43333333333334,121.25,0,510,1096
"""Письмо Random49594"" - Заявка на предоставление прав логического доступа",АРМ,0,1,70,2018-02-16 13:46:00,2018-02-11 12:31:00,0,0,Работы по обращению выполнены.,0,2018-02-11 13:33,2018-02-21 07:08:00,0,1,1,76,234.61666666666667,121.25,0,38,1168
"""Письмо Random49594"" - Заявка на предоставление прав логического доступа",АРМ,0,1,70,2018-02-16 13:48:00,2018-02-11 12:33:00,0,0,Работы по обращению выполнены.,0,2018-02-11 13:36,2018-02-21 07:08:00,0,1,1,68,234.58333333333334,121.25,0,38,1168
Элект. документооборотПоиск документов,Сервис22,0,1,178,2018-02-16 13:48:00,2018-02-11 12:33:00,0,0,Документы перемещены,0,2018-02-13 21:36,2018-02-14 16:10:00,3,0,17,138,75.61666666666666,121.25,0,1174,550
"""Письмо Random49594"" - Заявка на предоставление прав логического доступа",АРМ,0,1,70,2018-02-16 13:49:00,2018-02-11 12:34:00,0,0,Работы по обращению выполнены.,0,2018-02-11 13:38,2018-02-21 07:16:00,0,1,1,68,234.7,121.25,0,38,1168
"""Письмо Random49594"" - Заявка на предоставление прав логического доступа",АРМ,0,1,70,2018-02-16 13:50:00,2018-02-11 12:35:00,0,0,Работы по обращению выполнены.,0,2018-02-11 13:38,2018-02-14 07:15:00,0,1,1,68,66.66666666666667,121.25,0,38,1168
Настройка/Консультация /Техническое обслуживание,Сервис18,0,1,15,2018-02-16 13:51:00,2018-02-11 12:36:00,0,0,"Добрый день. Создана новая редакция договора для возможности внесения необходимых изменений. Чтобы работать с новой редакцией, необходимо зайти в сведения договора, далее вкладка ""Редакции/версии договора"". На строке с типом ""Исправление к договору"" в статусе ""Проект"" нажать кнопку ""Редактировать"" (иконка в виде карандаша). После внесения корректировок выполнить регистрацию и отправку.
Внесение необходимых изменений в Сервис22 возможно двумя способами:
1. Внести изменения вручную
2. Перед отправкой новой редакции, у уже выгруженного договора в Сервис22 необходимо удалить связь с Система18 (GUID). Тогда при выгрузке новой редакции, в Сервис22 появится новый экземпляр договора с внесенными Вами корректировками. Удалить связь могут сотрудники с ролями ""Контролер ПВД"" и ""Регистратор ПВД"" в Сервис22 (вероятнее всего это сотрудник бухгалтерии), либо сотрудник, сопровождающий Сервис22 на местном уровне.",0,2018-02-11 12:51,2018-02-18 14:07:00,2,0,14,41,169.51666666666668,121.25,0,514,517
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис71,0,1,8,2018-02-16 06:36:00,2018-02-11 12:38:00,0,0,Работы по обращению выполнены,0,2018-02-11 14:34,2018-02-21 07:51:00,0,0,10,198,235.21666666666667,113.96666666666667,0,374,1167
Блокировка учетной записи,Сервис7,1,1,0,2018-02-16 13:53:00,2018-02-11 12:38:00,0,0,"Выполнена принудительная разблокировка УЗ NE_BOSS\************* 
Блокирование учетной записи произошло в результате действий легального субъекта доступа/",0,2018-02-11 12:39,2018-02-18 13:55:00,1,1,0,24,169.28333333333333,121.25,1,280,260
Контроль ПУ. Заявка на доступ к портам.,Сервис2,0,1,256,2018-02-16 13:54:00,2018-02-11 12:39:00,0,0,Доступ предоставлен,0,2018-02-16 11:21,2018-02-23 12:42:00,0,0,11,47,288.05,121.25,0,495,626
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,0,1,8,2018-02-16 13:54:00,2018-02-11 12:39:00,0,0,Файл с разделителями загружен,0,2018-02-11 14:03,2018-02-21 07:34:00,3,0,17,237,234.91666666666666,121.25,0,374,1371
[ФЗ_АД_Cоздание пользователя Система52],Сервис52,1,1,70,2018-02-18 06:36:00,2018-02-11 12:40:00,0,0,Работы по обращению выполнены.,0,2018-02-14 13:08,2018-02-21 14:28:00,1,1,39,72,241.8,161.93333333333334,1,271,1168
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис12,1,1,67,2018-02-16 13:55:00,2018-02-11 12:40:00,0,0,Выполнено. Права применятся в течении 2-х часов.,0,2018-02-11 12:45,2018-02-18 14:01:00,1,0,52,50,169.35,121.25,0,374,378
(Адре№118)(Копирование)(Нет)(Нарочно) КМР,Сервис25,0,1,59,2018-02-16 13:57:00,2018-02-11 12:42:00,0,0,решено 105 стр. 5 брошюр,0,2018-02-11 13:45,2018-02-11 14:06:00,0,0,18,108,1.4,121.25,0,83,1529
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис71,0,1,8,2018-02-16 06:36:00,2018-02-11 12:43:00,0,0,Работы по обращению выполнены,0,2018-02-11 14:28,2018-02-21 07:51:00,0,0,10,301,235.13333333333333,113.88333333333334,0,374,1167
#отпуск до 13.03##подряд#Пользователи Система160,Сервис153,0,1,447,2018-05-18 08:45:00,2018-02-11 12:44:00,0,0,Пользователю оказана консультация по электронной почте. Закрытие запроса согласовано с пользователем.,0,2018-05-16 08:49,2018-05-23 10:05:00,0,1,176,49,2421.35,2300.016666666667,0,61,1072
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис71,0,1,8,2018-02-16 06:36:00,2018-02-11 12:44:00,0,0,Работы по обращению выполнены,0,2018-02-11 14:24,2018-02-21 07:51:00,0,0,10,87,235.11666666666667,113.86666666666666,0,374,1167
(Адре№118)(Копирование)(Нет)(Нарочно) КМР,Сервис25,0,1,59,2018-02-16 14:01:00,2018-02-11 12:46:00,0,0,решено 22 стр. 1 брошюра,0,2018-02-11 13:47,2018-02-11 13:54:00,0,0,18,108,1.1333333333333333,121.25,0,83,1538
Система11: ошибка при создании запроса,Сервис11,0,1,81,2018-02-16 14:02:00,2018-02-11 12:47:00,0,0,Запрос создан,0,2018-02-14 10:16,2018-02-21 11:35:00,0,0,19,5,238.8,121.25,0,1037,762
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,0,1,8,2018-02-21 07:51:00,2018-02-11 12:49:00,0,0,Работы по обращению выполнены,0,2018-02-14 14:06,2018-02-21 15:27:00,3,0,6,86,242.63333333333333,235.03333333333333,0,374,1167
(Адре№118)(Копирование)(Нет)(Нарочно) КМР,Сервис25,0,1,59,2018-02-16 14:05:00,2018-02-11 12:50:00,0,0,решено 22 стр.,0,2018-02-11 13:49,2018-02-11 13:59:00,0,0,18,108,1.15,121.25,0,83,1537
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис18,0,1,8,2018-02-16 14:06:00,2018-02-11 12:51:00,0,0,Выполнено в соответствии с заявкой. Роли синхронизируются в течение суток.,0,2018-02-11 13:38,2018-02-14 05:26:00,2,0,14,49,64.58333333333333,121.25,0,374,325
Разблокировка Уз,АРМ,0,1,0,2018-02-16 14:08:00,2018-02-11 12:53:00,0,0," Личность пользователя идентифицирована
Причина нарушения: Другая
Выполнена разблокировка учетной записи:  ne_Boss\***********",0,2018-02-11 14:56,2018-02-21 07:51:00,0,0,0,116,234.96666666666667,121.25,0,840,16
Заблокировать учетную запись пользователя Система21,Сервис21,1,1,221,2018-02-16 14:09:00,2018-02-11 12:54:00,0,0,Учетная запись пользователя заблокирована,0,2018-02-11 13:05,2018-02-18 14:24:00,1,0,3,36,169.5,121.25,0,323,1352
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис115,0,1,70,2018-02-16 06:36:00,2018-02-11 12:55:00,0,0,Работы по обращению выполнены,0,2018-02-14 01:53,2018-02-21 07:51:00,2,0,42,105,234.93333333333334,113.68333333333334,0,374,1167
Получение консультации,Сервис12,1,1,67,2018-02-16 14:11:00,2018-02-11 12:56:00,0,0,Учетная запись добавлена в требуемый лист рассылки,0,2018-02-14 09:13,2018-02-21 10:29:00,1,1,25,186,237.55,121.25,1,756,1351
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,0,1,8,2018-02-21 07:51:00,2018-02-11 12:56:00,0,0,Работы по обращению выполнены,0,2018-02-14 13:23,2018-02-21 14:39:00,3,0,6,86,241.71666666666667,234.91666666666666,0,374,1167
(Адре№118)(Копирование)(Нет)(Электронно) КМР,Сервис25,0,1,59,2018-02-16 14:15:00,2018-02-11 13:00:00,0,0,решено 300 стр.,0,2018-02-11 13:36,2018-02-11 13:57:00,0,0,18,108,0.95,121.25,0,84,1541
[ФЗ_АД_Cоздание пользователя Система52],Сервис52,1,1,70,2018-02-17 14:16:00,2018-02-11 13:01:00,0,0,Работы по обращению выполнены.,0,2018-02-14 14:10,2018-02-21 15:27:00,1,1,39,72,242.43333333333334,145.25,1,271,1168
(Адре№118)(Копирование)(Нет)(Электронно) КМР,Сервис25,0,1,59,2018-02-16 14:17:00,2018-02-11 13:02:00,0,0,решено 150 стр.,0,2018-02-11 13:36,2018-02-11 13:58:00,0,0,18,108,0.9333333333333333,121.25,0,84,1530
Настройка ЭП в Сервис22,Сервис22,0,1,24,2018-02-16 14:18:00,2018-02-11 13:03:00,0,0,Права прекращены.,0,2018-02-14 12:15,2018-02-21 13:35:00,3,0,17,59,240.53333333333333,121.25,0,510,1096
Запрос,АРМ,0,1,70,2018-04-07 08:36:00,2018-02-11 13:03:00,0,0,Работы по обращению выполнены.,0,2018-04-01 13:47,2018-04-11 07:19:00,0,1,1,76,1410.2666666666667,1315.55,0,332,1168
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис71,0,1,8,2018-02-16 06:36:00,2018-02-11 13:07:00,0,0,Работы по обращению выполнены,0,2018-02-11 14:58,2018-02-14 04:49:00,0,0,10,60,63.7,113.48333333333333,0,374,1167
ремонт тумбочки,Сервис73,0,1,477,2018-02-16 14:25:00,2018-02-11 13:10:00,0,0,Заменено,0,2018-02-11 14:41,2018-02-21 07:51:00,0,0,24,97,234.68333333333334,121.25,0,1278,737
Сообщить об ошибке/неисправности Система18,Сервис18,0,1,15,2018-02-16 10:11:00,2018-02-11 13:11:00,1,0,В договоре Дог-********  изменена окончания действия договора,2,2018-02-14 07:44,2018-02-14 07:54:00,2,0,14,64,66.71666666666667,117.0,0,1070,83
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис71,0,1,8,2018-02-16 06:36:00,2018-02-11 13:12:00,0,0,Работы по обращению выполнены,0,2018-02-11 14:15,2018-02-11 14:17:00,0,0,10,85,1.0833333333333333,113.4,0,374,1167
Система26,Сервис26,1,1,50,2018-02-16 14:28:00,2018-02-11 13:13:00,0,0,"Добрый день. РК удалены, проекты возвращены исполнителям.",0,2018-02-11 13:19,2018-02-11 13:21:00,1,1,23,75,0.13333333333333333,121.25,1,1045,513
Письмо Random2699Заявка,АРМ,0,1,41,2018-02-16 14:38:00,2018-02-11 13:23:00,0,0,Исполнено.,0,2018-02-15 07:01,2018-02-22 08:25:00,0,1,1,59,259.03333333333336,121.25,0,628,830
Контроль ПУ. Заявка на доступ к портам.,Сервис2,0,1,28,2018-02-16 14:43:00,2018-02-11 13:28:00,0,0,Доступ предоставлен согласно заявке,0,2018-02-14 11:46,2018-02-15 04:07:00,0,0,11,27,86.65,121.25,0,495,642
Установить должность,Сервис21,1,1,86,2018-02-16 14:43:00,2018-02-11 13:28:00,0,0,исполнено,0,2018-02-11 15:06,2018-02-17 07:21:00,1,0,3,40,137.88333333333333,121.25,0,1103,1491
Письмо Random4776Заявка,АРМ,0,1,41,2018-02-16 14:44:00,2018-02-11 13:29:00,0,0,Исполнено,0,2018-02-15 06:12,2018-02-15 07:26:00,0,0,1,59,89.95,121.25,0,654,829
Устранение ошибки,Сервис12,1,1,15,2018-02-17 21:36:00,2018-02-11 13:30:00,1,0,создан почтовый ящик ********** отобразится в Outlook в течение 2-х часов,2,2018-02-11 14:17,2018-02-21 07:51:00,1,1,25,59,234.35,152.1,1,1109,1563
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис71,0,1,8,2018-02-16 06:36:00,2018-02-11 13:30:00,0,0,Работы по обращению выполнены,0,2018-02-11 14:24,2018-02-21 07:51:00,0,0,10,59,234.35,113.1,0,374,1167
Отключение учётной записи,Сервис7,1,1,8,2018-02-16 14:50:00,2018-02-11 13:35:00,0,0,Выполнено штатное отключение учетной записи ********,0,2018-02-11 13:46,2018-02-21 07:16:00,1,0,0,63,233.68333333333334,121.25,0,565,355
Настройка/Консультация /Техническое обслуживание,Сервис18,0,1,15,2018-02-16 09:36:00,2018-02-11 13:36:00,0,0,Контрагент добавлен,0,2018-02-14 08:44,2018-02-21 09:59:00,2,0,14,59,236.38333333333333,116.0,0,514,872
Разблокировка учётной записи,Сервис7,1,1,0,2018-02-16 15:36:00,2018-02-11 13:36:00,0,0," 
Консультация по смене пароля",0,2018-02-11 16:20,2018-02-21 07:51:00,1,1,0,122,234.25,122.0,1,858,4
<Бот-наблюдения> (1 ур.) Система156. Статус Серьезный.  ,Сервис149,0,1,185,2018-02-13 09:38:00,2018-02-11 13:38:00,1,1,Самовосстановление,0,2018-02-12 06:50,2018-02-21 07:51:00,1,0,132,5,234.21666666666667,44.0,0,212,1218
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,0,1,8,2018-02-16 14:56:00,2018-02-11 13:41:00,0,0,Разделители загружены успешно,0,2018-02-11 13:52,2018-02-21 07:28:00,3,0,17,26,233.78333333333333,121.25,0,374,1173
Прошу разблокировать УЗ в домене BOSS,АРМ,0,1,375,2018-02-16 14:58:00,2018-02-11 13:43:00,0,0,пользователь разблокирован,0,2018-02-11 13:58,2018-02-11 14:05:00,0,0,1,128,0.36666666666666664,121.25,0,800,1511
Настройка/Консультация /Техническое обслуживание,Сервис18,0,1,15,2018-02-16 14:58:00,2018-02-11 13:43:00,0,0,контрагент добавлен,0,2018-02-11 14:21,2018-02-21 07:51:00,2,0,14,59,234.13333333333333,121.25,0,514,1493
Система58 Применение скриптов,Сервис58,1,1,478,2018-02-14 16:47:00,2018-02-11 13:47:00,1,0,"Скрипт успешно проведен, проверка с дежурным специалистом выполнена.",2,2018-02-11 21:58,2018-02-21 07:51:00,1,0,4,5,234.06666666666666,75.0,0,1051,1240
Запрос на организацию БРМ,АРМ,0,1,28,2018-03-15 11:16:00,2018-02-11 13:48:00,0,0,Работы по обращению выполнены,0,2018-03-15 11:16,2018-03-16 14:40:00,0,0,1,45,792.8666666666667,765.4666666666667,0,335,1167
Настройка ЭП в Сервис22,Сервис22,0,1,24,2018-02-16 15:04:00,2018-02-11 13:49:00,0,0,Права прекращены.,0,2018-02-14 12:27,2018-02-21 13:46:00,3,0,17,59,239.95,121.25,0,510,1096
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,0,1,8,2018-02-21 07:51:00,2018-02-11 13:51:00,0,0,Работы по обращению выполнены,0,2018-02-14 14:07,2018-02-21 15:27:00,3,0,6,72,241.6,234.0,0,374,1167
Блокировка УЗ BOSS\*****,Сервис7,1,1,0,2018-02-16 15:06:00,2018-02-11 13:51:00,0,0," Личность пользователя идентифицирована
Причина нарушения: Другая
Выполнена разблокировка учетной записи:  ne_Boss\***********",0,2018-02-11 13:51,2018-02-21 07:22:00,1,1,0,76,233.51666666666668,121.25,1,277,16
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис7,1,1,8,2018-02-16 15:07:00,2018-02-11 13:52:00,0,0,Выполнено отключение УЗ,0,2018-02-11 14:03,2018-02-21 07:34:00,1,0,31,185,233.7,121.25,0,374,337
##некорректная работаСервис11,АРМ,0,1,447,2018-02-16 15:36:00,2018-02-11 13:55:00,0,0,Заявка на отзыв ролей создана.,0,2018-02-14 07:54,2018-02-21 09:15:00,0,0,19,69,235.33333333333334,121.68333333333334,0,54,796
Ремонт мебели,Сервис73,0,1,102,2018-02-16 15:11:00,2018-02-11 13:56:00,0,0,Выполнено,0,2018-02-14 09:36,2018-02-22 07:02:00,0,0,24,36,257.1,121.25,0,965,313
Повесить картину,Сервис73,0,1,99,2018-02-16 15:13:00,2018-02-11 13:58:00,0,0,Выполнено,0,2018-02-11 14:03,2018-02-21 07:34:00,0,0,24,86,233.6,121.25,0,739,313
Настройка/Консультация /Техническое обслуживание,Сервис18,0,1,15,2018-02-16 15:15:00,2018-02-11 14:00:00,0,0,Контрагент добавлен.,0,2018-02-11 14:08,2018-02-21 07:40:00,2,0,14,57,233.66666666666666,121.25,0,514,880
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис71,0,1,8,2018-02-16 06:36:00,2018-02-11 14:00:00,0,0,Работы по обращению выполнены,0,2018-02-11 14:33,2018-02-21 07:51:00,0,0,10,69,233.85,112.6,0,374,1167
Запрос на организацию БРМ,АРМ,0,1,312,2018-02-23 09:36:00,2018-02-11 14:04:00,0,0,Работы по обращению выполнены,0,2018-02-22 09:39,2018-03-07 05:04:00,0,0,1,87,567.0,283.53333333333336,0,335,1167
<Бот-наблюдения> (3 ур.) Система120. Статус Серьезный.  ,Сервис115,0,1,130,2018-02-16 11:04:00,2018-02-11 14:04:00,1,0,Расширены табличные пространства.,2,2018-02-11 14:32,2018-02-21 07:51:00,2,0,43,5,233.78333333333333,117.0,0,213,1179
Блокировка УЗ BOSS\*****,Сервис7,1,1,0,2018-02-16 15:20:00,2018-02-11 14:05:00,0,0," Личность пользователя идентифицирована
Причина нарушения: Другая
Выполнена разблокировка учетной записи:  ne_Boss\***********",0,2018-02-11 14:05,2018-02-21 07:40:00,1,1,0,72,233.58333333333334,121.25,1,277,16
Заблокировать учетную запись пользователя Система21,Сервис21,1,1,391,2018-02-16 15:21:00,2018-02-11 14:06:00,0,0,Учетная запись пользователя заблокирована.,0,2018-02-11 15:38,2018-02-14 05:58:00,1,0,3,269,63.86666666666667,121.25,0,323,1353
(Адре№007)(Копирование)(Нет)(Нарочно) КМР,Сервис25,0,1,59,2018-02-16 15:22:00,2018-02-11 14:07:00,0,0,решено 200 стр. 2 брошюры,0,2018-02-11 14:09,2018-02-11 14:18:00,0,0,18,148,0.18333333333333332,121.25,0,80,1535
Контроль ПУ. Заявка на доступ к портам.,Сервис2,0,1,28,2018-02-16 15:24:00,2018-02-11 14:09:00,0,0,Доступ предоставлен согласно заявке,0,2018-02-14 11:47,2018-02-14 11:56:00,0,0,11,45,69.78333333333333,121.25,0,495,642
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис13,1,1,8,2018-02-16 06:36:00,2018-02-11 14:09:00,0,0,Работы по обращению выполнены,0,2018-02-14 02:05,2018-02-21 07:51:00,1,0,6,70,233.7,112.45,0,374,1167
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис13,1,1,8,2018-02-16 06:36:00,2018-02-11 14:09:00,0,0,Работы по обращению выполнены,0,2018-02-14 05:09,2018-02-21 07:51:00,1,0,6,106,233.7,112.45,0,374,1167
Настройка ЭП в Сервис22,Сервис22,0,1,24,2018-02-16 15:26:00,2018-02-11 14:11:00,0,0,Права предоставлены.,0,2018-02-11 15:12,2018-02-21 07:51:00,3,0,17,49,233.66666666666666,121.25,0,510,1094
[ФЗ_АД_Cоздание пользователя Система52],Сервис52,1,1,70,2018-02-17 15:28:00,2018-02-11 14:13:00,0,0,Работы по обращению выполнены.,0,2018-02-14 14:31,2018-02-22 06:50:00,1,1,39,72,256.6166666666667,145.25,1,271,1168
Ремонт кодового замка,Сервис73,0,1,49,2018-02-16 15:29:00,2018-02-11 14:14:00,0,0,Выполнен ремонт кодового замка,0,2018-02-11 14:16,2018-02-21 07:51:00,0,0,24,74,233.61666666666667,121.25,0,954,182
[ФЗ_АД_Cоздание пользователя Система52],Сервис52,1,1,70,2018-02-17 15:30:00,2018-02-11 14:15:00,0,0,Работы по обращению выполнены.,0,2018-02-14 14:35,2018-02-22 06:56:00,1,1,39,72,256.68333333333334,145.25,1,271,1168
Настройка/Консультация /Техническое обслуживание,Сервис18,0,1,15,2018-02-16 09:36:00,2018-02-11 14:15:00,0,0,"Добрый день. Создана новая редакция договора для возможности внесения необходимых изменений. Чтобы работать с новой редакцией, необходимо зайти в сведения договора, далее вкладка ""Редакции/версии договора"". На строке с типом ""Исправление к договору"" в статусе ""Проект"" нажать кнопку ""Редактировать"" (иконка в виде карандаша). После внесения корректировок выполнить регистрацию и отправку.
Внесение необходимых изменений в Сервис22 возможно двумя способами:
1. Внести изменения вручную
2. Перед отправкой новой редакции, у уже выгруженного договора в Сервис22 необходимо удалить связь с Система18 (GUID). Тогда при выгрузке новой редакции, в Сервис22 появится новый экземпляр договора с внесенными Вами корректировками. Удалить связь могут сотрудники с ролями ""Контролер ПВД"" и ""Регистратор ПВД"" в Сервис22 (вероятнее всего это сотрудник бухгалтерии), либо сотрудник, сопровождающий Сервис22 на местном уровне.",0,2018-02-14 07:53,2018-02-14 08:51:00,2,0,14,85,66.6,115.35,0,514,517
[ФЗ_АД_Cоздание пользователя Система52],Сервис52,1,1,70,2018-02-17 15:34:00,2018-02-11 14:19:00,0,0,Работы по обращению выполнены.,0,2018-02-14 13:53,2018-02-21 15:13:00,1,1,39,72,240.9,145.25,1,271,1168
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис71,0,1,8,2018-02-16 06:36:00,2018-02-11 14:20:00,0,0,Работы по обращению выполнены,0,2018-02-11 15:13,2018-02-14 05:22:00,0,0,10,259,63.03333333333333,112.26666666666667,0,374,1167
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис71,0,1,8,2018-02-16 06:36:00,2018-02-11 14:22:00,0,0,Работы по обращению выполнены,0,2018-02-11 16:16,2018-02-14 05:43:00,0,0,10,154,63.35,112.23333333333333,0,374,1167
Выполнена разблокировка учетной записи REGION\*****,Сервис7,1,1,0,2018-02-17 06:36:00,2018-02-11 14:22:00,0,0," Выполнена разблокировка учетной записи Ne_boss\*********  и повторный сброс пароля,идентификация пройдена,блокировка вызвана легальным пользователем.Причина-Не определена.Заявител проинформирован.",0,2018-02-11 14:22,2018-02-21 07:51:00,1,1,0,116,233.48333333333332,136.23333333333332,1,302,13
