,Содержание,Сервис,Приоритет,Статус,Функциональная группа,Крайний срок,Дата обращения,Тип обращения на момент подачи,Тип обращения итоговый,Решение             ,Тип переклассификации,Дата восстановления,Дата закрытия обращения,Критичность,Влияние,Система,Место,range_time,numeric_sod,numeric_ans,time_to_solve
7152,разблокировка УЗ REGION\*****,Сервис7,2,1,0,2018-02-15 07:51,2018-02-10 05:21:00,0,0," Выполнена разблокировка УЗ Ne_boSS\ ********       Пользователь идентифицирован, причина блокировки пользователю не ясна",0,2018-02-10 05:21:00,2018-02-17 07:51:00,1,3,7,179,170.5,1237,12,122.5
7153,Ремонт замка в кондит цехе службы продовольственного обеспечения,Сервис42,3,1,101,2018-02-15 07:51,2018-02-10 05:23:00,0,0,Замок отремонтирован,0,2018-02-10 06:19:00,2018-02-17 07:51:00,4,4,44,62,170.46666666666667,937,745,122.46666666666667
7154,Запрос на организацию БРМ,АРМ,3,1,160,2018-02-21 06:51,2018-02-10 05:23:00,0,0,Работы по обращению выполнены,0,2018-02-16 05:12:00,2018-02-23 07:55:00,4,4,0,30,314.53333333333336,335,1167,265.46666666666664
7155,разблокировка УЗ REGION\*****,Сервис7,2,1,0,2018-02-15 07:51,2018-02-10 05:31:00,0,0," Выполнена разблокировка УЗ Ne_boSS\ ********       Пользователь идентифицирован, причина блокировки пользователю не ясна",0,2018-02-10 05:31:00,2018-02-10 05:32:00,1,3,7,32,0.0166666666666666,1237,12,122.33333333333333
7156,Заявка на предоставление и отзыв прав доступа к ресурсам,АРМ,3,1,431,2018-02-18 07:51,2018-02-10 05:33:00,0,0,Работы по обращению выполнены,0,2018-02-10 06:14:00,2018-02-17 07:51:00,4,4,246,51,170.3,374,1167,194.3
7157,Разгрузка машины с аптекой РО,Сервис73,3,1,457,2018-02-15 07:51,2018-02-10 05:34:00,0,0,Исполнено. Машина разгружена,0,2018-02-10 14:17:00,2018-02-17 15:34:00,4,4,71,264,178.0,866,838,122.28333333333333
7158,Разблокировка учётной записи,Сервис7,2,1,0,2018-02-15 07:51,2018-02-10 05:34:00,0,0," Выполнена разблокировка УЗ Ne_boSS\ ********       Пользователь идентифицирован, причина блокировки пользователю не ясна",0,2018-02-10 05:54:00,2018-02-10 06:00:00,1,3,7,37,0.4333333333333333,858,12,122.28333333333333
7159,Учстановить противопожарные таблички ,Сервис42,3,1,55,2018-02-15 07:51,2018-02-10 05:37:00,0,0,Выполнено,0,2018-02-15 06:39:00,2018-02-22 08:25:00,4,4,44,31,290.8,1113,313,122.23333333333333
7160,Письмо RandomКиШ Заявка,Сервис31,3,1,41,2018-02-15 07:51,2018-02-10 05:43:00,0,0,Исполнено.,0,2018-02-11 13:22:00,2018-02-21 06:56:00,4,3,31,59,265.21666666666664,733,830,122.13333333333334
7161,Сброс пароля,Сервис7,2,1,0,2018-02-15 07:51,2018-02-10 05:43:00,0,0,Выполнен сброс пароля для УЗ ************. Пользователь идентифицирован.,0,2018-02-10 06:07:00,2018-02-17 07:51:00,1,3,7,186,170.13333333333333,1031,198,122.13333333333334
7162,36 Заявка  Система500,АРМ,3,1,58,2018-02-15 07:51,2018-02-10 05:45:00,0,0,Работы по обращению выполнены,0,2018-02-11 05:39:00,2018-02-18 07:55:00,4,3,0,35,194.16666666666663,196,1167,122.1
7163,Настройка ЭП в Сервис22,Сервис22,3,1,24,2018-02-15 07:51,2018-02-10 05:46:00,0,0,Права предоставлены,0,2018-02-10 08:52:00,2018-02-17 10:10:00,2,4,22,9,172.4,510,1091,122.08333333333333
7164,(А) Предоставление прав в Система500,Сервис26,2,1,52,2018-02-15 07:51,2018-02-10 05:49:00,0,0,Работы по обращению выполнены,0,2018-02-10 08:51:00,2018-02-17 10:10:00,1,3,26,153,172.35,71,1167,122.03333333333333
7165,Создание новой учетной записи,АРМ,3,1,301,2018-02-15 07:51,2018-02-10 05:54:00,0,0,Пользователь создан,0,2018-02-10 06:22:00,2018-02-10 07:08:00,4,3,0,1,1.2333333333333334,1068,1054,121.95
7166,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис71,3,1,8,2018-02-14 07:12,2018-02-10 05:57:00,0,0,Работы по обращению выполнены,0,2018-02-10 09:22:00,2018-02-17 10:42:00,4,4,138,51,172.75,374,1167,97.25
7167,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,3,1,8,2018-02-15 02:36,2018-02-10 05:59:00,0,0,Работы по обращению выполнены,0,2018-02-11 16:15:00,2018-02-21 07:51:00,2,4,101,27,265.8666666666667,374,1167,116.61666666666666
7168, разблокировка учетной записи пользователя вСервис7,Сервис7,2,1,0,2018-02-15 07:51,2018-02-10 06:01:00,0,0," Личность пользователя идентифицирована
Причина нарушения: Другая
Выполнена разблокировка учетной записи:  ne_Boss\***********",0,2018-02-10 06:01:00,2018-02-17 07:51:00,1,3,7,41,169.83333333333334,23,16,121.83333333333333
7169,Ремонт компьютерного кресла,Сервис73,3,1,107,2018-02-15 07:51,2018-02-10 06:02:00,0,0,выполнено,0,2018-02-10 07:36:00,2018-02-14 12:51:00,4,4,71,72,102.81666666666666,955,1441,121.81666666666666
7170,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,3,1,8,2018-02-15 07:51,2018-02-10 06:06:00,0,0,Заявки загружены в Система22,0,2018-02-11 08:55:00,2018-02-18 10:16:00,2,4,22,2,196.16666666666663,374,806,121.75
7171,Заявка о необходимости использования коммуникационных устройств,Сервис2,3,1,313,2018-02-15 07:51,2018-02-10 06:06:00,0,0,Доступ предоставлен согласно заявке,0,2018-02-10 09:15:00,2018-02-17 10:35:00,4,4,2,147,172.48333333333332,453,642,121.75
7172,Выполнить установку/удаление ПО,АРМ,3,1,160,2018-02-15 07:51,2018-02-10 06:07:00,0,0,Выполнено,0,2018-02-11 02:22:00,2018-02-11 04:40:00,4,4,0,20,22.55,307,313,121.73333333333333
7173,Письмо RandomNNNN Заявка,АРМ,3,1,41,2018-02-15 07:51,2018-02-10 06:16:00,0,0,Выполнено,0,2018-02-10 11:54:00,2018-02-17 13:17:00,4,4,0,26,175.01666666666668,732,313,121.58333333333333
7174,Письмо RandomNNNN Заявка,АРМ,3,1,41,2018-02-15 07:51,2018-02-10 06:16:00,0,0,Выполнено,0,2018-02-10 11:44:00,2018-02-17 13:05:00,4,4,0,26,174.81666666666666,732,313,121.58333333333333
7175,Обнаружено наличие вредоносного кода СЗ от ВВК,Сервис66,3,1,293,2018-02-15 07:51,2018-02-10 06:19:00,0,0,Ложное срабатывание на файл,0,2018-02-10 06:30:00,2018-02-10 08:33:00,4,4,65,29,2.2333333333333334,561,883,121.53333333333333
7176,Сброс пароля,Сервис7,2,1,0,2018-02-15 07:51,2018-02-10 06:22:00,0,0,Выполнен сброс пароля для УЗ ************. Пользователь идентифицирован.,0,2018-02-10 06:37:00,2018-02-10 06:42:00,1,3,7,24,0.3333333333333333,1031,198,121.48333333333333
7177,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис12,2,1,67,2018-02-11 06:36,2018-02-10 06:22:00,0,0,Выполнено.,0,2018-02-10 06:53:00,2018-02-17 08:24:00,1,4,137,42,170.03333333333333,374,365,24.233333333333334
7178,разблокировка УЗ REGION\*****,Сервис7,2,1,0,2018-02-15 07:51,2018-02-10 06:23:00,0,0," Выполнена разблокировка УЗ Ne_boSS\ ********       Пользователь идентифицирован, причина блокировки пользователю не ясна",0,2018-02-10 06:23:00,2018-02-17 07:51:00,1,3,7,116,169.46666666666667,1237,12,121.46666666666667
7179, разблокировка учетной записи пользователя вСервис7,Сервис7,2,1,0,2018-02-15 07:51,2018-02-10 06:24:00,0,0," Личность пользователя идентифицирована
Причина нарушения: Другая
Выполнена разблокировка учетной записи:  ne_Boss\***********",0,2018-02-10 06:24:00,2018-02-17 07:51:00,1,3,7,90,169.45,23,16,121.45
7180,"Заявка № ***********, *******************",Сервис31,3,1,16,2018-02-24 08:51,2018-02-10 06:25:00,0,0,Работы по обращению выполнены,0,2018-02-18 01:42:00,2018-02-25 07:56:00,4,4,31,15,361.51666666666665,458,1167,338.43333333333334
7181,71.Запрос.Настройка ЭП в Сервис22,Сервис22,3,1,458,2018-02-11 06:36,2018-02-10 06:30:00,0,0,Пользователь проконсультирован по вопросу настройки электронной подписи.,0,2018-02-10 10:36:00,2018-02-17 11:59:00,2,4,22,280,173.48333333333332,208,1034,24.1
7182,Включение учётной записи,Сервис7,2,1,8,2018-02-15 07:52,2018-02-10 06:37:00,0,0,"Включение учётной записи
 NE_BOSS\**************** выполнен",0,2018-02-10 07:39:00,2018-02-17 08:56:00,1,4,7,56,170.31666666666666,290,114,121.25
7183,Выполнена разблокировка у/з REGION\*****,Сервис7,2,1,0,2018-02-15 07:52,2018-02-10 06:37:00,0,0,"Выполнена разблокировка у/з Ne_bosS\*********
Идентификация пользователя осуществлена.
Объект доступа легален.
Причина нарушения: Несколько раз неправильный ввод пароля",0,2018-02-10 06:37:00,2018-02-17 08:24:00,1,3,7,84,169.78333333333333,299,282,121.25
7184,"Формирование, уплотнение денежной обрези в специализированном контейнере",Сервис73,3,1,49,2018-02-15 07:53,2018-02-10 06:38:00,0,0,"Выполнено формирование, уплотнение денежной обрези в специализированном контейнере",0,2018-02-10 15:00:00,2018-02-18 07:18:00,4,4,71,74,192.66666666666663,1115,353,121.25
7185,"Заявка № ***********, *******************",Сервис21,2,1,16,2018-02-16 07:51,2018-02-10 06:41:00,0,0,Работы по обращению выполнены,0,2018-02-15 10:09:00,2018-02-22 11:26:00,1,4,21,59,292.75,458,1167,145.16666666666666
7186,"Заявка № ***********, *******************",Сервис58,2,1,16,2018-02-16 07:51,2018-02-10 06:41:00,0,0,Работы по обращению выполнены,0,2018-02-15 10:10:00,2018-02-22 11:26:00,1,4,58,59,292.75,458,1167,145.16666666666666
7187,Заявка на подключение/отключение СВТ к ЛВС,АРМ,3,1,106,2018-02-22 09:12,2018-02-10 06:42:00,0,0,Работы по обращению выполнены,0,2018-02-14 12:21:00,2018-02-14 12:59:00,4,3,0,75,102.28333333333332,359,1167,290.5
7188,<Бот-наблюдения> Система23. Ухудшение статуса сервиса.  ,Сервис23,2,1,23,2018-02-14 13:57,2018-02-10 06:42:00,0,0,Поток ********* завершен успешно,0,2018-02-10 08:31:00,2018-02-17 09:49:00,1,4,23,5,171.11666666666667,237,1083,103.25
7189,Заявка на подключение/отключение СВТ к ЛВС,АРМ,3,1,106,2018-02-22 09:13,2018-02-10 06:43:00,0,0,Работы по обращению выполнены,0,2018-02-11 06:15:00,2018-02-11 06:27:00,4,3,0,75,23.73333333333333,359,1167,290.5
7190,Блокировка учетной записи,Сервис7,2,1,0,2018-02-15 08:00,2018-02-10 06:45:00,0,0,Произведена разблокировка УЗ NE_BOSS\*************  =ОП=   Ошибка персонала  Несколько раз неправильный ввод пароля,0,2018-02-10 06:45:00,2018-02-17 08:24:00,1,3,7,108,169.65,280,1147,121.25
7191,Настройка/Консультация /Техническое обслуживание,Сервис18,3,1,15,2018-02-15 08:01,2018-02-10 06:46:00,0,0,"Добрый день. Контрагент добавлен в справочник Поставщики (подрядчики, исполнители).
При наличии дополнительных вопросов, просьба перезвонить по тел ********",0,2018-02-10 11:36:00,2018-02-10 11:44:00,3,4,18,230,4.966666666666667,514,495,121.25
7192,Блокировка учетной записи,Сервис7,2,1,0,2018-02-15 08:02,2018-02-10 06:47:00,0,0,Произведена разблокировка УЗ NE_BOSS\*************  =ОП=   Ошибка персонала  Несколько раз неправильный ввод пароля,0,2018-02-10 06:47:00,2018-02-17 08:24:00,1,3,7,59,169.61666666666667,280,1147,121.25
7193,Выполнена разблокировка у/з REGION\*****,Сервис7,2,1,0,2018-02-15 08:05,2018-02-10 06:50:00,0,0,"Выполнена разблокировка у/з Ne_bosS\*********
Идентификация пользователя осуществлена.
Объект доступа легален.
Причина нарушения: Несколько раз неправильный ввод пароля",0,2018-02-10 06:50:00,2018-02-17 08:24:00,1,3,7,42,169.56666666666666,299,282,121.25
7194,Выполнить установку/удаление ПО,АРМ,3,1,211,2018-02-15 08:08,2018-02-10 06:53:00,0,0,ПО установлено.,0,2018-02-14 12:36:00,2018-02-22 08:48:00,4,4,0,97,289.9166666666667,307,973,121.25
7195,Настройка/Консультация /Техническое обслуживание,Сервис18,3,1,15,2018-02-15 08:09,2018-02-10 06:54:00,0,0,"В меню ""Сведения договора"" - ""Редакции/Версии договора"" для Вашего договора (***********) создана новая редакция в статусе Проект, в которой возможно внести все необходимые изменения.
Вход и редактирование осуществляется по нажатию значка ""Карандаш"".
Далее, необходимо заполнить поле ""Основание внесения исправлений"", указав там причину внесения изменений и затем уже вносить требуемые изменения.
Переход между пунктами осуществляется аналогично, как и при первичной регистрации договора/ДС, посредством нажатия кнопки ""Далее"".
После заполнения необходимо, также зарегистрировать договор/ДС и осуществить отправку в Сервис22. Реестровый номер не изменится.
ВНИМАНИЕ!
Просьба иметь ввиду, что, если аналогичные изменения требуются и в Сервис22, то их необходимо провести вручную, т.к. после отправки исправлений из Система18, в карточке договора Сервис22 они отражены не будут.",0,2018-02-10 07:38:00,2018-02-10 07:53:00,3,4,18,19,0.9833333333333332,514,85,121.25
7196,Настройка/Консультация /Техническое обслуживание,Сервис18,3,1,15,2018-02-15 08:09,2018-02-10 06:54:00,0,0,"Добрый день!
В текущем релизе Система18 реализована функция создания новой редакции текущего договора/ДС для дальнейшего внесения исправлений.
В режиме ""Сведения договора"" - ""Редакции/Версии договора"" для Вашего договора создана новая редакция в статусе Проект, в которую возможно внести все необходимые изменения.
Вход и редактирование осуществляется по нажатию значка ""Карандаш"".
Далее, необходимо заполнить поле ""Основание внесения исправлений"", указав там причину внесения изменений и затем уже вносить требуемые изменения.
Переход между пунктами осуществляется аналогично, как и при первичной регистрации договора/ДС, посредством нажатия кнопки ""Далее"".
После заполнения необходимо, также зарегистрировать договор/ДС и осуществить отправку в Сервис22. Реестровый номер не изменится.

При наличии дополнительных вопросов, просьба перезвонить по тел. **********",0,2018-02-10 13:38:00,2018-02-15 07:59:00,3,4,18,20,121.08333333333331,514,466,121.25
7197,Настройка ЭП в Сервис22,Сервис22,3,1,24,2018-02-15 08:09,2018-02-10 06:54:00,0,0,Права предоставлены.,0,2018-02-10 13:54:00,2018-02-10 14:02:00,2,4,22,298,7.133333333333334,510,1094,121.25
7198,Настройка ЭП в Сервис22,Сервис22,3,1,24,2018-02-15 08:10,2018-02-10 06:55:00,0,0,Права прекращены.,0,2018-02-10 15:45:00,2018-02-18 07:55:00,2,4,22,59,193.0,510,1096,121.25
7199,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,3,1,8,2018-02-15 08:10,2018-02-10 06:55:00,0,0,Заявка загружена в Система22,0,2018-02-10 08:25:00,2018-02-17 09:42:00,2,4,22,20,170.78333333333333,374,792,121.25
7200,Письмо Random567Заявка,АРМ,3,1,41,2018-02-15 08:10,2018-02-10 06:55:00,0,0,Выполнено,0,2018-02-10 11:41:00,2018-02-10 12:59:00,4,4,0,26,6.066666666666666,668,313,121.25
7201,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис71,3,1,8,2018-02-14 08:13,2018-02-10 06:58:00,0,0,Работы по обращению выполнены,0,2018-02-11 08:09:00,2018-02-11 08:18:00,4,4,138,155,25.33333333333333,374,1167,97.25
7202,Сервисы SNS#1 - Базовые сервисы,Сервис2,3,1,16,2018-02-15 08:13,2018-02-10 06:58:00,0,0,Исполнено,0,2018-02-10 10:34:00,2018-02-17 11:52:00,4,4,2,15,172.9,1034,829,121.25
7203,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис71,3,1,8,2018-02-14 08:13,2018-02-10 06:58:00,0,0,Работы по обращению выполнены,0,2018-02-11 09:38:00,2018-02-18 10:55:00,4,4,138,198,195.95,374,1167,97.25
7204,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис71,3,1,8,2018-02-14 08:13,2018-02-10 06:58:00,0,0,Работы по обращению выполнены,0,2018-02-11 09:32:00,2018-02-11 09:40:00,4,4,138,155,26.7,374,1167,97.25
7205,"Необходим ремонт двери шкафа, ручек входных дверей.",Сервис73,3,1,55,2018-02-15 08:14,2018-02-10 06:59:00,0,0,Выполнено *****************,0,2018-02-10 13:31:00,2018-02-17 14:48:00,4,4,71,32,175.81666666666666,540,319,121.25
7206,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис77,2,1,70,2018-02-14 08:14,2018-02-10 06:59:00,0,0,Работы по обращению выполнены,0,2018-02-10 09:21:00,2018-02-10 10:19:00,1,4,135,72,3.333333333333333,374,1167,97.25
7207,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис12,2,1,70,2018-02-14 08:14,2018-02-10 06:59:00,0,0,Работы по обращению выполнены,0,2018-02-11 09:33:00,2018-02-18 10:49:00,1,4,135,82,195.83333333333331,374,1167,97.25
7208,Сервисы SNS#1 - Базовые сервисы,Сервис2,3,1,16,2018-02-15 08:14,2018-02-10 06:59:00,0,0,Исполнено,0,2018-02-11 07:55:00,2018-02-11 08:09:00,4,4,2,15,25.166666666666668,1034,829,121.25
7209,Блокировка учетной записи,Сервис7,2,1,0,2018-02-15 08:14,2018-02-10 06:59:00,0,0,Произведена разблокировка УЗ NE_BOSS\*************  =ОП=   Ошибка персонала  Несколько раз неправильный ввод пароля,0,2018-02-10 06:59:00,2018-02-10 07:01:00,1,3,7,36,0.0333333333333333,280,1147,121.25
7210,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис12,2,1,67,2018-02-15 08:15,2018-02-10 07:00:00,0,0,Выполнено. Права применятся в течении 2-х часов.,0,2018-02-10 07:03:00,2018-02-17 08:24:00,1,4,12,72,169.4,374,378,121.25
7211,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис256,3,1,8,2018-02-15 08:17,2018-02-10 07:02:00,0,0,Доступ предоставлен,0,2018-02-10 10:50:00,2018-02-17 12:11:00,4,4,287,115,173.15,374,626,121.25
7212,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис107,3,1,70,2018-02-23 05:32,2018-02-10 07:02:00,0,0,Работы по обращению выполнены,0,2018-02-18 05:27:00,2018-02-25 07:56:00,3,4,110,32,360.9,374,1167,310.5
7213,Разблокировать учетную запись пользователя Система21,Сервис21,2,1,47,2018-02-15 08:17,2018-02-10 07:02:00,0,0,УЗ разблокирована,0,2018-02-10 07:06:00,2018-02-10 07:11:00,1,4,21,57,0.15,827,1277,121.25
7214,[ФЗ_АД_Cоздание пользователя Система52],Сервис52,2,1,70,2018-02-16 08:18,2018-02-10 07:03:00,0,0,Работы по обращению выполнены.,0,2018-02-11 10:07:00,2018-02-18 11:24:00,1,3,52,72,196.35,271,1168,145.25
7215,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис78,2,1,70,2018-03-16 12:06,2018-02-10 07:04:00,0,0,Работы по обращению выполнены,0,2018-02-22 14:04:00,2018-03-08 15:21:00,1,4,77,72,632.2833333333333,374,1167,821.0333333333333
7216,Настройка ЭП в Сервис22,Сервис22,3,1,24,2018-02-15 08:21,2018-02-10 07:06:00,0,0,Выполнено.,0,2018-02-10 07:57:00,2018-02-17 09:24:00,2,4,22,59,170.3,510,365,121.25
7217,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис13,2,1,8,2018-02-14 08:22,2018-02-10 07:07:00,0,0,Работы по обращению выполнены,0,2018-02-11 04:03:00,2018-02-18 07:55:00,1,4,13,217,192.8,374,1167,97.25
7218,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис13,2,1,8,2018-02-14 08:22,2018-02-10 07:07:00,0,0,Работы по обращению выполнены,0,2018-02-11 04:03:00,2018-02-18 07:55:00,1,4,13,184,192.8,374,1167,97.25
7219,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис13,2,1,8,2018-02-14 08:23,2018-02-10 07:08:00,0,0,Работы по обращению выполнены,0,2018-02-10 10:52:00,2018-02-17 12:11:00,1,4,13,118,173.05,374,1167,97.25
7220,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис13,2,1,8,2018-02-14 08:23,2018-02-10 07:08:00,0,0,Работы по обращению выполнены,0,2018-02-11 04:03:00,2018-02-18 07:55:00,1,4,13,263,192.78333333333333,374,1167,97.25
7221,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис13,2,1,8,2018-02-17 02:36,2018-02-10 07:08:00,0,0,Работы по обращению выполнены,0,2018-02-11 13:20:00,2018-02-21 06:50:00,1,4,13,62,263.7,374,1167,163.46666666666667
7222,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис13,2,1,8,2018-02-14 08:23,2018-02-10 07:08:00,0,0,Работы по обращению выполнены,0,2018-02-11 04:03:00,2018-02-18 07:55:00,1,4,13,195,192.78333333333333,374,1167,97.25
7223,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис13,2,1,8,2018-02-14 08:24,2018-02-10 07:09:00,0,0,Работы по обращению выполнены,0,2018-02-11 04:03:00,2018-02-18 07:55:00,1,4,13,76,192.76666666666668,374,1167,97.25
7224,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис13,2,1,8,2018-02-14 08:24,2018-02-10 07:09:00,0,0,Работы по обращению выполнены,0,2018-02-10 10:50:00,2018-02-17 12:05:00,1,4,13,258,172.93333333333334,374,1167,97.25
7225,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис13,2,1,8,2018-02-14 08:24,2018-02-10 07:09:00,0,0,Работы по обращению выполнены,0,2018-02-10 10:33:00,2018-02-10 11:15:00,1,4,13,212,4.1,374,1167,97.25
7226,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис13,2,1,8,2018-02-17 02:36,2018-02-10 07:09:00,0,0,Работы по обращению выполнены,0,2018-02-11 13:23:00,2018-02-21 06:56:00,1,4,13,62,263.78333333333336,374,1167,163.45
7227,Заявка на предоставление логического доступа к ресурсам ИТС,АРМ,3,1,194,2018-02-15 08:26,2018-02-10 07:11:00,0,0,заявка исполнена,0,2018-02-10 08:45:00,2018-02-17 10:04:00,4,4,0,66,170.88333333333333,384,1487,121.25
7228,<Бот-наблюдения> Система234. Ухудшение статуса сервиса.  ,Сервис216,3,1,23,2018-02-14 14:27,2018-02-10 07:12:00,1,1,"Временная недоступность страницы, на момент проверки работа штатная, событие закрыто автоматически.",0,2018-02-10 08:01:00,2018-02-17 09:24:00,4,3,234,5,170.2,238,135,103.25
7229,<Бот-наблюдения>Система23. Ухудшение статуса сервиса.  ,Сервис23,3,1,23,2018-02-14 14:28,2018-02-10 07:13:00,1,1,Поток ********* завершен успешно,0,2018-02-10 07:53:00,2018-02-17 09:08:00,1,4,23,5,169.91666666666666,253,1083,103.25
7230,Контроль ПУ. Заявка на доступ к портам.,Сервис2,3,1,256,2018-02-15 08:30,2018-02-10 07:15:00,0,0,Доступ предоставлен на СВТ,0,2018-02-14 11:16:00,2018-02-21 12:44:00,4,4,2,47,269.4833333333333,495,640,121.25
7231,Проблемы с Система110.,Сервис107,3,1,145,2018-02-10 16:22,2018-02-10 07:15:00,1,1,Выполнена перегрузка контейнера ************* (мастер контейнер),0,2018-02-10 08:54:00,2018-02-17 12:17:00,3,2,110,72,173.03333333333333,777,245,9.116666666666667
7232,Контроль ПУ. Заявка на доступ к портам.,Сервис2,3,1,29,2018-02-15 08:31,2018-02-10 07:16:00,0,0,Доступ ограничен,0,2018-02-10 07:47:00,2018-02-10 07:55:00,4,4,2,255,0.65,495,616,121.25
7233,Контроль ПУ. Заявка на доступ к портам.,Сервис2,3,1,256,2018-02-15 08:31,2018-02-10 07:16:00,0,0,Доступ предоставлен на СВТ,0,2018-02-14 11:26:00,2018-02-21 12:49:00,4,4,2,47,269.55,495,640,121.25
7234,Контроль ПУ. Заявка на доступ к портам.,Сервис2,3,1,256,2018-02-15 08:32,2018-02-10 07:17:00,0,0,Доступ предоставлен на СВТ,0,2018-02-14 11:36:00,2018-02-21 12:55:00,4,4,2,47,269.6333333333333,495,640,121.25
7235,Заявка на предоставление логического доступа *********,АРМ,3,1,194,2018-02-15 08:33,2018-02-10 07:18:00,0,0,заявка исполнена,0,2018-02-10 11:19:00,2018-02-17 12:35:00,4,4,0,66,173.28333333333333,377,1487,121.25
7236,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,3,1,8,2018-02-14 08:33,2018-02-10 07:18:00,0,0,Работы по обращению выполнены,0,2018-02-11 01:01:00,2018-02-18 07:55:00,2,4,101,113,192.61666666666667,374,1167,97.25
7237,Ремонт доводчика на входной двери служебного здания,Сервис42,3,1,49,2018-02-15 08:39,2018-02-10 07:24:00,0,0,Выполнен ремонт доводчика на входной двери служебного здания,0,2018-02-10 08:09:00,2018-02-10 08:25:00,4,4,44,74,1.0166666666666666,929,175,121.25
7238,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,3,1,8,2018-02-17 08:39,2018-02-10 07:24:00,0,0,Работы по обращению выполнены,0,2018-02-14 06:23:00,2018-02-14 07:52:00,2,4,13,76,96.46666666666668,374,1167,169.25
7239,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,3,1,8,2018-02-15 08:39,2018-02-10 07:24:00,0,0,Файл разделителя загружен,0,2018-02-10 10:30:00,2018-02-10 11:35:00,2,4,22,59,4.183333333333334,374,1369,121.25
7240,Принтер полосит,Сервис25,3,1,29,2018-02-15 08:18,2018-02-10 07:24:00,0,1,Заменил печь,1,2018-02-10 10:11:00,2018-02-10 10:19:00,4,4,25,121,2.9166666666666665,775,738,120.9
7241,Заявка (Система500),Сервис22,3,1,383,2018-02-15 08:40,2018-02-10 07:25:00,0,0,Заявка сформирована,0,2018-02-10 07:41:00,2018-02-11 07:43:00,2,3,55,103,24.3,343,804,121.25
7242,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис18,3,1,8,2018-02-15 08:40,2018-02-10 07:25:00,0,0,Выполнено в соответствии с заявкой. Роли синхронизируются в течение суток.,0,2018-02-10 09:07:00,2018-02-17 10:22:00,3,4,18,7,170.95,374,325,121.25
7243,"Заявка № ***********, *******************",АРМ,3,1,2,2018-03-08 02:06,2018-02-10 07:26:00,0,0,Работы по обращению выполнены,0,2018-02-14 04:09:00,2018-02-21 07:51:00,4,4,0,2,264.4166666666667,458,1167,618.6666666666666
7244,Блокировка учетной записи,Сервис7,2,1,0,2018-02-15 08:44,2018-02-10 07:29:00,0,0,Произведена разблокировка УЗ NE_BOSS\*************  =ОП=   Ошибка персонала  Несколько раз неправильный ввод пароля,0,2018-02-10 07:29:00,2018-02-17 08:50:00,1,3,7,36,169.35,280,1147,121.25
7245,Создание запроса,АРМ,3,1,210,2018-02-15 08:44,2018-02-10 07:29:00,0,0,Выполнено,0,2018-02-10 08:11:00,2018-02-10 08:40:00,4,4,0,129,1.1833333333333331,1067,313,121.25
7246,Система20,Сервис20,3,1,23,2018-02-11 11:29,2018-02-10 07:29:00,1,0,"Пользователю направлены рекомендации подрядной организации.

Пользователь подтвердил закрытие успешный результат.",2,2018-02-10 08:31:00,2018-02-10 09:54:00,2,3,20,101,2.4166666666666665,1038,1062,28.0
7247,Обнаружено наличие вредоносного кода СЗ от ВВК,Сервис66,3,1,385,2018-02-15 05:32,2018-02-10 07:31:00,0,1,"Причина: Совпадение сигнатур антивирусных баз.
Мероприятия:
1) Проведено обновление сигнатур антивирусных баз.
2) Запущена внеплановая полная проверка на наличие/отсутствие вредоносного кода.
Результат: Вредоносный код не обнаружен.",1,2018-02-14 02:55:00,2018-02-21 07:51:00,4,4,65,29,264.3333333333333,561,1121,118.01666666666667
7248,Разблокировать учетную запись пользователя Система21,Сервис21,2,1,155,2018-02-15 08:47,2018-02-10 07:32:00,0,0,Пользователь разблокирован,0,2018-02-10 07:34:00,2018-02-17 08:50:00,1,4,21,108,169.3,827,1048,121.25
